Include,StudyID,GroupID,LaboratoryID,PopulationID,EffectID,Title,Year,Authors_all,Lab_PI,Journal,DOI,Species,Developmental_mode,Mean_clutch_size,SD_clutch_size,SE_clutch_size,Focal_clutch_number,Max_clutch_number,Study_area,Lat_study_area,Long_study_area,Elev_study_area,Year_collection,Study_type,Egg_n_collected,Time_collection,Egg_sampl_method,Egg_store,Egg_homog,Egg_homog_name,Site_horm_measured,Horm_measured,Horm_extracted_colum,Method_horm_meas,AntibodyKit,Horm_units,Horm_mean,Horm_Var,Horm_Var_Type,Exp_mother_egg,Method_mother_exp,Type_mother_exp,Horm_mother_exp,Horm_mother_units,Horm_mother_lab,Horm_mother_applied_dose,Horm_mother_mean_nat,Horm_mother_dose_exp,Horm_mother_SD,Horm_mother_cateogrical_dose,Time_mother_exp,Egg_order_exp,Egg_n_exp,Percent_egg_exp,Time_egg_exp,Method_egg_exp,Site_egg_exp,Horm_egg_exp,Horm_egg_units,Horm_egg_lab,Horm_egg_applied_dose,Horm_egg_mean_nat,Horm_egg_dose_exp,Horm_egg_SD,Horm_egg_cateogrical_dose,Solvent_egg_used_exp,Fitness_trait,Fitness_mother,Fitness_offs,Off_life_stage,Off_age,Off_average_nesting_time,Off_relative_age,Off_sex,Blind_data_recording,Partial_or_selective_data_rep,TestStat_N_level,TestStat_N_clutch,TestStat_N_off,TestStat_Type,TestStat_NumberOfPredictors,TestStat_Value,TestStat_df,TestStat_p,TestStat_p_comment,TestDirection,Exp_N_level,Control_Mean,Control_Var,Control_N_clutch,Control_N_off,Exp_Mean,Exp_Var,Exp_N_clutch,Exp_N_off,Shared_control,Shared_control_ID,Var_type,Var_type_comment ,DataLocation,DataSource,DataReporting,Raw,Notes,Quotes,ExtractionID,Extraction_check_observer,Extraction_check_notes,Reply_LM,Comments_after_author_response,Final_exclusion_paper_why,Least_square_means,Cross_fostering,Incubation_prior,Effect_size_type
yes,rayyan-123815076,GR_P_16,Lab_ID_20,Population_ID_4,NA,Optimizing the trade-off between offspring number and quality in unpredictable environments: Testing the role of differential androgen transfer to collared flycatcher eggs,2013,Rice; Amber M. and Vallin; Niclas and Kulma; Katarzyna and Arntsen; Hanna and Husby; Arild and Tobler; Michael and Qvarnstrom; Anna,Qvarnstrom,Hormones and Behavior,10.1016/j.yhbeh.2013.03.019,Ficedula albicollis,altricial,6,NA,NA,1,NA,Baltic Island of Öland; Sweden,57.166667,16.966667,NA,2008,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6,100,early stages of incubation,injection,yolk,androstenedione and testosterone,ng,NA,16,NA,NA,1,within natural range,plant oil,offspring,NA,mass gain,before independence,6;13,15,NA,female,NA,NA,offspring,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,5.16,2.04,26,17,4.36,1.62,25,21,no,NA,SD,NA,p819; fig3; word file sent by authors,figure 3; data sent by authors,complete,yes," 
Hormone SD is taken from other study.
","""Collected eggs were placed in an incubator at a constant temperature (37 °C) and kept there for 1.65 ± 0.99 days (mean ± SD) (range 1–6 days)""; Mass gain was measured: ""mass gain (from day 6 to day 13 post-hatching)"" ",PBD,PD; LM,Summed Andro and Test.,On the 4th day of incubation; eggs were placed in an incubator for some days. This was to to ensure that manipulated eggs were at the same developmental stage. The authors say that nestling time is between 14; 15 days. I wrote 15 (i.e.; the higher value); the authors measured mass gain (not growth rate that is usually corrected by the number of days that were included!),NA,NA,no,no,yes,Mean
yes,rayyan-123815076,GR_P_16,Lab_ID_20,Population_ID_4,NA,Optimizing the trade-off between offspring number and quality in unpredictable environments: Testing the role of differential androgen transfer to collared flycatcher eggs,2013,Rice; Amber M. and Vallin; Niclas and Kulma; Katarzyna and Arntsen; Hanna and Husby; Arild and Tobler; Michael and Qvarnstrom; Anna,Qvarnstrom,Hormones and Behavior,10.1016/j.yhbeh.2013.03.019,Ficedula albicollis,altricial,6,NA,NA,1,NA,Baltic Island of Öland; Sweden,57.166667,16.966667,NA,2008,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,6,100,early stages of incubation,injection,yolk,androstenedione and testosterone,ng,NA,16,NA,NA,1,within natural range,plant oil,offspring,NA,mass gain,before independence,6;13,15,NA,male,NA,NA,offspring,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,5.1,4.59,26,30,4.59,1.69,25,27,no,NA,SD,NA,p819; fig3; word file sent by authors,figure 3; data sent by authors,complete,yes,Hormone SD is taken from other study.,"""Collected eggs were placed in an incubator at a constant temperature (37 °C) and kept there for 1.65 ± 0.99 days (mean ± SD) (range 1–6 days)""; Mass gain was measured: ""mass gain (from day 6 to day 13 post-hatching)""",PBD,PD; LM,Summed Andro and Test. ,NA,NA,NA,no,no,yes,Mean
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,mother,hatching success,NA,NA,NA,NA,NA,NA,NA,NA,offspring,400,400,Chi-square ,NA,8.21,1,0.004,p-value,negative,offspring,36,NA,200,200,23.5,NA,200,200,no,NA,NA,Absolute percentage; no variance,p3,text,complete,no,Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1). Higher hatching success in control than treatment.  Hatching success is the raw value (no mean),NA,LM,LM,NA,NA,NA,NA,no,yes,no,Absolute
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,offspring,NA,mass,hatching,0,30,0,NA,NA,yes,offspring,98,119,Chi-square (mixed model),4,1.052,1,0.305,p-value,positive,offspring,NA,NA,NA,72,NA,NA,NA,47,NA,NA,NA,NA,table 2; p3,table,complete,no,Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1).  Here I report control vs tratment (A and B). They  eliminated from the models those non-sig terms. Number of offspring calculated from the number of nests that hatched (text; results; p3): 12 AA nests x2 + 9BB nests x 2 + 26 only androgen + 51 only control = 119. The number of clutches follows the same reasoning (n = 98),NA,LM,LM,"The direction of the test was obtained from the ""B"" symbol of Table 2",NA,NA,NA,no,yes,no,Chi-square (mixed model)
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,offspring,NA,head length,hatching,0,30,0,NA,NA,yes,offspring,98,119,Chi-square (mixed model),4,0.189,1,0.664,p-value,positive,offspring,NA,NA,NA,72,NA,NA,NA,47,NA,NA,NA,NA,table 2; p3,table,complete,no,Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1).  Here I report control vs tratment (A and B). They  eliminated from the models those non-sig terms. Number of offspring calculated from the number of nests that hatched (text; results; p3): 12 AA nests x2 + 9BB nests x 2 + 26 only androgen + 51 only control = 119. The number of clutches follows the same reasoning (n = 98),NA,LM,LM,"The direction of the test was obtained from the ""B"" symbol of Table 2",NA,NA,NA,no,yes,no,Chi-square (mixed model)
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,offspring,NA,flipper length,hatching,0,30,0,NA,NA,yes,offspring,98,119,Chi-square (mixed model),4,0.346,1,0.557,p-value,negative,offspring,NA,NA,NA,72,NA,NA,NA,47,NA,NA,NA,NA,table 2; p3,table,complete,no,Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1).  Here I report control vs tratment (A and B). They  eliminated from the models those non-sig terms. Number of offspring calculated from the number of nests that hatched (text; results; p3): 12 AA nests x2 + 9BB nests x 2 + 26 only androgen + 51 only control = 119. The number of clutches follows the same reasoning (n = 98),NA,LM,LM,"The direction of the test was obtained from the ""B"" symbol of Table 2",NA,NA,NA,no,yes,no,Chi-square (mixed model)
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,offspring,NA,growth rate (mass),before independence,0-13,30,NA,NA,NA,yes,offspring,NA,114,Chi-square (mixed model),5,1.778,1,0.182,p-value,unclear,offspring,NA,NA,NA,68,NA,NA,NA,46,NA,NA,NA,NA,table 3; p5,table,complete,no,Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1). Growth rate was evaluated from day 0 to 13. They  eliminated from the models those non-sig terms. Sample size is obtained from Figure 1: 50 +27 + 18+ 19 (because in table 3 they test all nestlings and add hte cateogory for presence/absence of siblings),NA,LM,LM,NA,NA,NA,NA,no,yes,no,Chi-square (mixed model)
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,offspring,NA,growth rate (head length),before independence,0-13,30,NA,NA,NA,yes,offspring,NA,110,Chi-square (mixed model),5,1.338,1,0.247,p-value,unclear,offspring,NA,NA,NA,66,NA,NA,NA,44,NA,NA,NA,NA,table 3; p5,table,complete,no,Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1). Growth rate was evaluated from day 0 to 13. They  eliminated from the models those non-sig terms. Sample size is obtained from Figure 1: 50 +27 + 18+ 19 (because in table 3 they test all nestlings and add hte cateogory for presence/absence of siblings),NA,LM,LM,NA,NA,NA,NA,no,yes,no,Chi-square (mixed model)
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,offspring,NA,growth rate (flipper length),before independence,0-13,30,NA,NA,NA,yes,offspring,NA,110,Chi-square (mixed model),5,3.945,1,0.047,p-value,positive,offspring,NA,NA,NA,66,NA,NA,NA,44,NA,NA,NA,NA,table 3; p5,table,complete,no,Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1). Growth rate was evaluated from day 0 to 13. They  eliminated from the models those non-sig terms. Sample size is obtained from Figure 1: 50 +27 + 18+ 19 (because in table 3 they test all nestlings and add hte cateogory for presence/absence of siblings),NA,LM,LM,NA,NA,NA,NA,no,yes,no,Chi-square (mixed model)
yes,rayyan-123815132,GR_L_22,Lab_ID_5,Population_ID_24,NA,Penguin chicks benefit from elevated yolk androgen levels under sibling competition,2012,Poisbleau; M. and Müller; W. and Carslake; D. and Demongin; L. and Groothuis; T.G.G. and van Camp; J. and Eens; M.,Eens,PLoS ONE,10.1371/journal.pone.0042174,Eudyptes chrysocome,altricial,2,NA,NA,NA,NA,New Island; Malvinas; UK,-51.72,-61.28,NA,2010,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,2,100,during laying/after clutch completion/before incubation,injection,yolk,androstenedione; dihydrotestosterone and testosterone,ng,NA,1570,1920.8,81.73677634,2.61,NA,plant oil,offspring,NA,offspring survival,before independence,0-13,30,NA,NA,NA,yes,offspring,NA,119,z-test (mixed model),4,-0.163,NA,0.103 (0.218-1.151),p-value (95% confidence interval),negative,offspring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 4; p6,table,complete,no,"Researchers injected both eggs (A: first egg; B: second egg); but then put those eggs into two different foster parents. They therefore had nests AA-control AA-treated and BB-control and BB-treated. They injected a mixture of 3 androgens so the SD  here reported is the mean of the 6 SD. Mean injection was calculated in a similar way. Natural values; however; are a mean of a mean (table 1). Growth rate was evaluated from day 0 to 13. Survival considering both treatments together and nests with and without siblings. In the table, the authors reported df=1. But since this value is not informative of the sample size, we wrote NA to avoid confusion.",NA,LM,LM,IMPORTANT: this information was taken after revising the paper. This is the overall survival. The coming rows have the same info but dividing information per day (i.e.; survival per age),NA,NA,NA,no,yes,no,z-test (mixed model)
yes,rayyan-123815144,GR_L_23,Lab_ID_28,Population_ID_38,NA,Phenotypic plasticity in response to breeding density in tree swallows: An adaptive maternal effect?,2013,Bentz; Alexandra B. and Navara; Kristen J. and Siefferman; Lynn,Siefferman,Hormones and Behaviour,10.1016/j.yhbeh.2013.08.009,Tachycineta bicolor,altricial,NA,NA,NA,NA,NA,Watauga County; USA,36.2,-81.67,NA,2009,correlational,3,after egg completition or before incubating,entire egg removed,entire egg frozen,NA,NA,yolk,testosterone,yes,RIA (radio inmuno assay),MP Biomedicals; Solon; OH,ng,2.78,0.57,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,NA,growth rate (mass),before independence,1;10,NA,NA,NA,NA,NA,clutch,8,NA,F-test (linear model),NA,25.29,7,0.002,p-value,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,p732 & fig2,figure & text,complete,no,Mean and variance of hormone concentration was obtained from 8 clutches - figure 2 (p732). They consider hatching day at d=1. since in our study we consider hatching day at d=0; the days when nestlings were sampled are corrected by this. Correlation estiamte R2 =0.81,NA,LM,LM,NA,NA,NA,NA,no,no,no,F-test (linear mixed model)
yes,rayyan-123815144,GR_L_23,Lab_ID_28,Population_ID_38,NA,Phenotypic plasticity in response to breeding density in tree swallows: An adaptive maternal effect?,2013,Bentz; Alexandra B. and Navara; Kristen J. and Siefferman; Lynn,Siefferman,Hormones and Behaviour,10.1016/j.yhbeh.2013.08.009,Tachycineta bicolor,altricial,NA,NA,NA,NA,NA,Watauga County; USA,36.2,-81.67,NA,2011,correlational,3,after egg completition or before incubating,entire egg removed,entire egg frozen,NA,NA,NA,corticosterone,NA,NA,MP Biomedicals; Solon; OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,NA,growth rate (mass),before independence,1;10,NA,NA,NA,NA,yes,clutch,20,NA,Pearson,NA,-0.159,NA,NA,F-test; mixed model: 5.85; number of predictors; 7; df:18.1; p-value: 0.03,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, table 3,table,complete,no,They manipulated nesting density in the area; but this manipulation did not affect yolk corticosterone. In the analysis they consider yolk corticosterone in general (pooling females that were exposed to more competition than others). So at the end is not an experimental study but a correlational one. ,NA,LM,LM,I added the info on sample sizes,NA,NA,NA,no,no,no,Pearson
yes,rayyan-123815144,GR_L_23,Lab_ID_28,Population_ID_38,NA,Phenotypic plasticity in response to breeding density in tree swallows: An adaptive maternal effect?,2013,Bentz; Alexandra B. and Navara; Kristen J. and Siefferman; Lynn,Siefferman,Hormones and Behaviour,10.1016/j.yhbeh.2013.08.009,Tachycineta bicolor,altricial,NA,NA,NA,NA,NA,Watauga County; USA,36.2,-81.67,NA,2011,correlational,3,after egg completition or before incubating,entire egg removed,entire egg frozen,NA,NA,NA,testosterone,NA,NA,MP Biomedicals; Solon; OH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,offspring,NA,growth rate (mass),before independence,1;10,NA,NA,NA,NA,yes,clutch,20,NA,Pearson,NA,0.33,NA,NA,F-test; mixed model: 0.5; number of predictors; 7; df:9.3; p-value: 0.5,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3,table,complete,no,They manipulated nesting density in the area. This manipulation affected testosterone yolk. But then; when analyzing results; they studied the relationship between yolk testo and growth rate (independently of treatment in this case). So this is why I wrote it down as a correlational study. ,NA,LM,LM,I added the info on sample sizes. Test directionality obtained from the table.,NA,NA,NA,no,no,no,Pearson
yes,rayyan-123815148,GR_N_12,Lab_ID_24,Population_ID_8,NA,Physiological increase of yolk testosterone level does not affect oxidative status and telomere length in gull hatchlings,2018,Parolini; M. and Possenti; C.D. and Romano; A. and Caprioli; M. and Rubolini; D. and Saino; N.,Saino,Plos One,10.1371/journal.pone.0206503,Larus michahellis,semi-precocial,3,NA,NA,NA,NA,Comacchio; Italy,44.33,12.18,NA,2016,experimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,entire clutch,3,100,during laying/after clutch completion/before incubation,injection,yolk,testosterone,ng,NA,42-95,NA,NA,1,NA,plant oil,mother,hatching success,NA,NA,0,NA,NA,NA,no,yes,offspring,NA,201,Chi-Square,NA,7.38,1,0.006,p-value,positive,offspring,44.33,NA,NA,97,64.42,NA,NA,104,no,NA,NA,Absolute percentage (also abs value); no variance,p5,text,complete,no, If the statistics are useful its usable,NA,MNA,NMA; LM,NA,CONTROL:43/97 eggs hatched vs treated: 67/104. Important: the authors manipulated the entire clutch (3 eggs); but depending on the egg order they sumministered different testo concentrations. This is why the dose appears a range in the corresponding column; and not as an absolute value.,NA,NA,no,no,no,Absolute
